Component Name,Type,Path,Usage Count,File Types,Used By Files
"Modal","local","@/components/Modal.vue",44,"component","components/ActivationModal.vue; components/ActivationModal.vue; components/ApiKeyCreateOrEditModal.vue; components/ApiKeyCreateOrEditModal.vue; components/AskAssistant/Chat/NewAssistantSessionModal.vue; components/AskAssistant/Chat/NewAssistantSessionModal.vue; components/ChangePasswordModal.vue; components/ChangePasswordModal.vue; components/CommunityPackageInstallModal.vue; components/CommunityPackageInstallModal.vue; components/CommunityPackageManageConfirmModal.vue; components/CommunityPackageManageConfirmModal.vue; components/CommunityPlusEnrollmentModal.vue; components/CommunityPlusEnrollmentModal.vue; components/ContactPromptModal.vue; components/ContactPromptModal.vue; components/CredentialEdit/CredentialEdit.vue; components/CredentialEdit/CredentialEdit.vue; components/DebugPaywallModal.vue; components/DebugPaywallModal.vue; components/DeleteUserModal.vue; components/DeleteUserModal.vue; components/DuplicateWorkflowDialog.vue; components/DuplicateWorkflowDialog.vue; components/Folders/DeleteFolderModal.vue; components/Folders/DeleteFolderModal.vue; components/ImportCurlModal.vue; components/ImportCurlModal.vue; components/PersonalizationModal.vue; components/PersonalizationModal.vue; components/Projects/ProjectMoveResourceModal.vue; components/Projects/ProjectMoveResourceModal.vue; components/SettingsLogStreaming/EventDestinationSettingsModal.ee.vue; components/SettingsLogStreaming/EventDestinationSettingsModal.ee.vue; components/SetupWorkflowCredentialsModal/SetupWorkflowCredentialsModal.vue; components/SetupWorkflowCredentialsModal/SetupWorkflowCredentialsModal.vue; components/TagsManager/TagsManager.vue; components/TagsManager/TagsManager.vue; components/WorkflowActivationConflictingWebhookModal.vue; components/WorkflowActivationConflictingWebhookModal.vue; components/WorkflowHistory/WorkflowHistoryVersionRestoreModal.vue; components/WorkflowHistory/WorkflowHistoryVersionRestoreModal.vue; components/WorkflowSettings.vue; components/WorkflowSettings.vue"
"NodeIcon","local","@/components/NodeIcon.vue",28,"view; component","views/SetupWorkflowFromTemplateView/SetupTemplateFormStep.vue; views/SetupWorkflowFromTemplateView/SetupTemplateFormStep.vue; components/CanvasChat/future/components/LogDetailsPanel.vue; components/CanvasChat/future/components/LogDetailsPanel.vue; components/NDVFloatingNodes.vue; components/NDVFloatingNodes.vue; components/NDVSubConnections.vue; components/NDVSubConnections.vue; components/Node/NodeCreator/ItemTypes/ActionItem.vue; components/Node/NodeCreator/ItemTypes/ActionItem.vue; components/Node/NodeCreator/ItemTypes/NodeItem.vue; components/Node/NodeCreator/ItemTypes/NodeItem.vue; components/Node/NodeCreator/Panel/NodesListPanel.vue; components/Node/NodeCreator/Panel/NodesListPanel.vue; components/NodeList.vue; components/NodeList.vue; components/NodeTitle.vue; components/NodeTitle.vue; components/RunDataAi/RunDataAi.vue; components/RunDataAi/RunDataAi.vue; components/RunDataAi/RunDataAiContent.vue; components/RunDataAi/RunDataAiContent.vue; components/TemplateDetails.vue; components/TemplateDetails.vue; components/TriggerPanel.vue; components/TriggerPanel.vue; components/VirtualSchemaHeader.vue; components/VirtualSchemaHeader.vue"
"KeyboardShortcutTooltip","local","@/components/KeyboardShortcutTooltip.vue",16,"view; component","views/NodeView.vue; views/NodeView.vue; components/CanvasChat/future/components/LogDetailsPanel.vue; components/CanvasChat/future/components/LogDetailsPanel.vue; components/CanvasChat/future/components/LogsPanelActions.vue; components/CanvasChat/future/components/LogsPanelActions.vue; components/Node/NodeCreation.vue; components/Node/NodeCreation.vue; components/SaveButton.vue; components/SaveButton.vue; components/canvas/elements/buttons/CanvasControlButtons.vue; components/canvas/elements/buttons/CanvasControlButtons.vue; components/canvas/elements/buttons/CanvasRunWorkflowButton.vue; components/canvas/elements/buttons/CanvasRunWorkflowButton.vue; components/canvas/elements/nodes/render-types/parts/CanvasNodeTrigger.vue; components/canvas/elements/nodes/render-types/parts/CanvasNodeTrigger.vue"
"ParameterInputFull","local","@/components/ParameterInputFull.vue",12,"component","components/AssignmentCollection/Assignment.vue; components/AssignmentCollection/Assignment.vue; components/CredentialEdit/AuthTypeSelector.vue; components/CredentialEdit/AuthTypeSelector.vue; components/FilterConditions/Condition.vue; components/FilterConditions/Condition.vue; components/MultipleParameter.vue; components/MultipleParameter.vue; components/ParameterInputList.vue; components/ParameterInputList.vue; components/ResourceMapper/MappingFields.vue; components/ResourceMapper/MappingFields.vue"
"ProjectSharing","local","@/components/Projects/ProjectSharing.vue",12,"component","components/CredentialEdit/CredentialSharing.ee.vue; components/CredentialEdit/CredentialSharing.ee.vue; components/DeleteUserModal.vue; components/DeleteUserModal.vue; components/Projects/ProjectDeleteDialog.vue; components/Projects/ProjectDeleteDialog.vue; components/Projects/ProjectSharing.test.ts; components/Projects/ProjectSharing.test.ts; components/WorkflowShareModal.ee.vue; components/WorkflowShareModal.ee.vue; components/forms/ResourceFiltersDropdown.vue; components/forms/ResourceFiltersDropdown.vue"
"AuthView","local","@/views/AuthView.vue",10,"view","views/AuthView.test.ts; views/AuthView.test.ts; views/ChangePasswordView.vue; views/ChangePasswordView.vue; views/SamlOnboarding.vue; views/SamlOnboarding.vue; views/SetupView.vue; views/SetupView.vue; views/SignupView.vue; views/SignupView.vue"
"ProjectHeader","local","@/components/Projects/ProjectHeader.vue",10,"view; component","views/CredentialsView.vue; views/CredentialsView.vue; views/ExecutionsView.vue; views/ExecutionsView.vue; views/ProjectSettings.vue; views/ProjectSettings.vue; views/WorkflowsView.vue; views/WorkflowsView.vue; components/Projects/ProjectHeader.test.ts; components/Projects/ProjectHeader.test.ts"
"Draggable","local","@/components/Draggable.vue",10,"view; component","views/WorkflowsView.vue; views/WorkflowsView.vue; components/PanelDragButton.vue; components/PanelDragButton.vue; components/RunDataJson.vue; components/RunDataJson.vue; components/RunDataTable.vue; components/RunDataTable.vue; components/VirtualSchema.vue; components/VirtualSchema.vue"
"ParameterIssues","local","@/components/ParameterIssues.vue",10,"component","components/AssignmentCollection/Assignment.vue; components/AssignmentCollection/Assignment.vue; components/FilterConditions/Condition.vue; components/FilterConditions/Condition.vue; components/ParameterInput.vue; components/ParameterInput.vue; components/ResourceLocator/ResourceLocator.vue; components/ResourceLocator/ResourceLocator.vue; components/WorkflowSelectorParameterInput/WorkflowSelectorParameterInput.vue; components/WorkflowSelectorParameterInput/WorkflowSelectorParameterInput.vue"
"BaseBanner","local","@/components/banners/BaseBanner.vue",10,"component","components/banners/EmailConfirmationBanner.vue; components/banners/EmailConfirmationBanner.vue; components/banners/NonProductionLicenseBanner.vue; components/banners/NonProductionLicenseBanner.vue; components/banners/TrialBanner.vue; components/banners/TrialBanner.vue; components/banners/TrialOverBanner.vue; components/banners/TrialOverBanner.vue; components/banners/V1Banner.vue; components/banners/V1Banner.vue"
"Modal","local","./Modal.vue",9,"component","components/AboutModal.vue; components/ChatEmbedModal.vue; components/CredentialsSelectModal.vue; components/ExternalSecretsProviderModal.ee.vue; components/InviteUsersModal.vue; components/MfaSetupModal.vue; components/SourceControlPullModal.ee.vue; components/SourceControlPushModal.ee.vue; components/WorkflowShareModal.ee.vue"
"CopyInput","local","@/components/CopyInput.vue",8,"view; component","views/SettingsSourceControl.vue; views/SettingsSourceControl.vue; views/SettingsSso.vue; views/SettingsSso.vue; components/CopyInput.test.ts; components/CopyInput.test.ts; components/TriggerPanel.vue; components/TriggerPanel.vue"
"TimeAgo","local","@/components/TimeAgo.vue",8,"component","components/CredentialCard.vue; components/CredentialCard.vue; components/TemplateCard.vue; components/TemplateCard.vue; components/TemplateDetails.vue; components/TemplateDetails.vue; components/WorkflowCard.vue; components/WorkflowCard.vue"
"TitledList","local","@/components/TitledList.vue",8,"component","components/NDVSubConnections.vue; components/NDVSubConnections.vue; components/NodeCredentials.vue; components/NodeCredentials.vue; components/ParameterIssues.vue; components/ParameterIssues.vue; components/canvas/elements/nodes/render-types/parts/CanvasNodeStatusIcons.vue; components/canvas/elements/nodes/render-types/parts/CanvasNodeStatusIcons.vue"
"WorkflowTagsDropdown","local","@/components/WorkflowTagsDropdown.vue",6,"view; component","views/WorkflowsView.vue; views/WorkflowsView.vue; components/DuplicateWorkflowDialog.vue; components/DuplicateWorkflowDialog.vue; components/MainHeader/WorkflowDetails.vue; components/MainHeader/WorkflowDetails.vue"
"LogsPanel","local","@/components/CanvasChat/future/LogsPanel.vue",6,"component","components/CanvasChat/CanvasChatSwitch.vue; components/CanvasChat/CanvasChatSwitch.vue; components/CanvasChat/future/LogsPanel.test.ts; components/CanvasChat/future/LogsPanel.test.ts; components/CanvasChat/future/components/DemoFooter.vue; components/CanvasChat/future/components/DemoFooter.vue"
"LogsPanelHeader","local","@/components/CanvasChat/future/components/LogsPanelHeader.vue",6,"component","components/CanvasChat/components/ChatMessagesPanel.vue; components/CanvasChat/components/ChatMessagesPanel.vue; components/CanvasChat/future/components/LogDetailsPanel.vue; components/CanvasChat/future/components/LogDetailsPanel.vue; components/CanvasChat/future/components/LogsOverviewPanel.vue; components/CanvasChat/future/components/LogsOverviewPanel.vue"
"HtmlEditor","local","@/components/HtmlEditor/HtmlEditor.vue",6,"component","components/ChatEmbedModal.vue; components/ChatEmbedModal.vue; components/HtmlEditor.test.ts; components/HtmlEditor.test.ts; components/ParameterInput.vue; components/ParameterInput.vue"
"JsEditor","local","@/components/JsEditor/JsEditor.vue",6,"component","components/ChatEmbedModal.vue; components/ChatEmbedModal.vue; components/JsEditor.test.ts; components/JsEditor.test.ts; components/ParameterInput.vue; components/ParameterInput.vue"
"CredentialIcon","local","@/components/CredentialIcon.vue",6,"component","components/CredentialCard.vue; components/CredentialCard.vue; components/CredentialEdit/CredentialEdit.vue; components/CredentialEdit/CredentialEdit.vue; components/CredentialIcon.test.ts; components/CredentialIcon.test.ts"
"ProjectCardBadge","local","@/components/Projects/ProjectCardBadge.vue",6,"component","components/CredentialCard.vue; components/CredentialCard.vue; components/Projects/ProjectCardBadge.test.ts; components/Projects/ProjectCardBadge.test.ts; components/WorkflowCard.vue; components/WorkflowCard.vue"
"SaveButton","local","@/components/SaveButton.vue",6,"component","components/CredentialEdit/CredentialEdit.vue; components/CredentialEdit/CredentialEdit.vue; components/MainHeader/WorkflowDetails.vue; components/MainHeader/WorkflowDetails.vue; components/SettingsLogStreaming/EventDestinationSettingsModal.ee.vue; components/SettingsLogStreaming/EventDestinationSettingsModal.ee.vue"
"DraggableTarget","local","@/components/DraggableTarget.vue",6,"component","components/DropArea/DropArea.vue; components/DropArea/DropArea.vue; components/ParameterInputFull.vue; components/ParameterInputFull.vue; components/ResourceLocator/ResourceLocator.vue; components/ResourceLocator/ResourceLocator.vue"
"ExpressionParameterInput","local","@/components/ExpressionParameterInput.vue",6,"component","components/ExpressionParameterInput.test.ts; components/ExpressionParameterInput.test.ts; components/ParameterInput.vue; components/ParameterInput.vue; components/ResourceLocator/ResourceLocator.vue; components/ResourceLocator/ResourceLocator.vue"
"JsonEditor","local","@/components/JsonEditor/JsonEditor.vue",6,"component","components/JsonEditor.test.ts; components/JsonEditor.test.ts; components/ParameterInput.vue; components/ParameterInput.vue; components/RunData.vue; components/RunData.vue"
"WorkflowActivator","local","@/components/WorkflowActivator.vue",6,"component","components/MainHeader/WorkflowDetails.vue; components/MainHeader/WorkflowDetails.vue; components/WorkflowActivator.test.ts; components/WorkflowActivator.test.ts; components/WorkflowCard.vue; components/WorkflowCard.vue"
"WorkflowPreview","local","@/components/WorkflowPreview.vue",6,"component","components/WorkflowHistory/WorkflowHistoryContent.vue; components/WorkflowHistory/WorkflowHistoryContent.vue; components/WorkflowPreview.test.ts; components/WorkflowPreview.test.ts; components/executions/workflow/WorkflowExecutionsPreview.vue; components/executions/workflow/WorkflowExecutionsPreview.vue"
"WorkflowHistoryListItem","local","@/components/WorkflowHistory/WorkflowHistoryListItem.vue",6,"component","components/WorkflowHistory/WorkflowHistoryContent.vue; components/WorkflowHistory/WorkflowHistoryContent.vue; components/WorkflowHistory/WorkflowHistoryList.vue; components/WorkflowHistory/WorkflowHistoryList.vue; components/WorkflowHistory/WorkflowHistoryListItem.test.ts; components/WorkflowHistory/WorkflowHistoryListItem.test.ts"
"ConcurrentExecutionsHeader","local","@/components/executions/ConcurrentExecutionsHeader.vue",6,"component","components/executions/ConcurrentExecutionsHeader.test.ts; components/executions/ConcurrentExecutionsHeader.test.ts; components/executions/global/GlobalExecutionsList.vue; components/executions/global/GlobalExecutionsList.vue; components/executions/workflow/WorkflowExecutionsSidebar.vue; components/executions/workflow/WorkflowExecutionsSidebar.vue"
"ExecutionsFilter","local","@/components/executions/ExecutionsFilter.vue",6,"component","components/executions/ExecutionsFilter.test.ts; components/executions/ExecutionsFilter.test.ts; components/executions/global/GlobalExecutionsList.vue; components/executions/global/GlobalExecutionsList.vue; components/executions/workflow/WorkflowExecutionsSidebar.vue; components/executions/workflow/WorkflowExecutionsSidebar.vue"
"Logo","local","@/components/Logo/Logo.vue",4,"view","views/AuthView.vue; views/AuthView.vue; views/MfaView.vue; views/MfaView.vue"
"SSOLogin","local","@/components/SSOLogin.vue",4,"view; component","views/AuthView.vue; views/AuthView.vue; components/SSOLogin.test.ts; components/SSOLogin.test.ts"
"CredentialCard","local","@/components/CredentialCard.vue",4,"view; component","views/CredentialsView.vue; views/CredentialsView.vue; components/CredentialCard.test.ts; components/CredentialCard.test.ts"
"WorkflowCanvas","local","@/components/canvas/WorkflowCanvas.vue",4,"view; component","views/NodeView.vue; views/NodeView.vue; components/canvas/WorkflowCanvas.test.ts; components/canvas/WorkflowCanvas.test.ts"
"ProjectDeleteDialog","local","@/components/Projects/ProjectDeleteDialog.vue",4,"view; component","views/ProjectSettings.vue; views/ProjectSettings.vue; components/Projects/ProjectDeleteDialog.test.ts; components/Projects/ProjectDeleteDialog.test.ts"
"TemplateList","local","@/components/TemplateList.vue",4,"view","views/TemplatesCollectionView.vue; views/TemplatesCollectionView.vue; views/TemplatesSearchView.vue; views/TemplatesSearchView.vue"
"WorkflowHistoryList","local","@/components/WorkflowHistory/WorkflowHistoryList.vue",4,"view; component","views/WorkflowHistory.vue; views/WorkflowHistory.vue; components/WorkflowHistory/WorkflowHistoryList.test.ts; components/WorkflowHistory/WorkflowHistoryList.test.ts"
"WorkflowHistoryContent","local","@/components/WorkflowHistory/WorkflowHistoryContent.vue",4,"view; component","views/WorkflowHistory.vue; views/WorkflowHistory.vue; components/WorkflowHistory/WorkflowHistoryContent.test.ts; components/WorkflowHistory/WorkflowHistoryContent.test.ts"
"WorkflowCard","local","@/components/WorkflowCard.vue",4,"view; component","views/WorkflowsView.vue; views/WorkflowsView.vue; components/WorkflowCard.test.ts; components/WorkflowCard.test.ts"
"SlideTransition","local","@/components/transitions/SlideTransition.vue",4,"component","components/AskAssistant/AssistantsHub.vue; components/AskAssistant/AssistantsHub.vue; components/Node/NodeCreator/NodeCreator.vue; components/Node/NodeCreator/NodeCreator.vue"
"InputTriple","local","@/components/InputTriple/InputTriple.vue",4,"component","components/AssignmentCollection/Assignment.vue; components/AssignmentCollection/Assignment.vue; components/FilterConditions/Condition.vue; components/FilterConditions/Condition.vue"
"LogsViewExecutionSummary","local","@/components/CanvasChat/future/components/LogsViewExecutionSummary.vue",4,"component","components/CanvasChat/future/components/LogDetailsPanel.vue; components/CanvasChat/future/components/LogDetailsPanel.vue; components/CanvasChat/future/components/LogsOverviewPanel.vue; components/CanvasChat/future/components/LogsOverviewPanel.vue"
"LogsViewNodeName","local","@/components/CanvasChat/future/components/LogsViewNodeName.vue",4,"component","components/CanvasChat/future/components/LogDetailsPanel.vue; components/CanvasChat/future/components/LogDetailsPanel.vue; components/CanvasChat/future/components/LogsOverviewRow.vue; components/CanvasChat/future/components/LogsOverviewRow.vue"
"LogsViewConsumedTokenCountText","local","@/components/CanvasChat/future/components/LogsViewConsumedTokenCountText.vue",4,"component","components/CanvasChat/future/components/LogsOverviewRow.vue; components/CanvasChat/future/components/LogsOverviewRow.vue; components/CanvasChat/future/components/LogsViewExecutionSummary.vue; components/CanvasChat/future/components/LogsViewExecutionSummary.vue"
"RunData","local","@/components/RunData.vue",4,"component","components/CanvasChat/future/components/LogsViewRunData.vue; components/CanvasChat/future/components/LogsViewRunData.vue; components/RunData.test.ts; components/RunData.test.ts"
"ChangePasswordModal","local","@/components/ChangePasswordModal.vue",4,"component","components/ChangePasswordModal.test.ts; components/ChangePasswordModal.test.ts; components/Modals.vue; components/Modals.vue"
"ChatEmbedModal","local","@/components/ChatEmbedModal.vue",4,"component","components/ChatEmbedModal.test.ts; components/ChatEmbedModal.test.ts; components/Modals.vue; components/Modals.vue"
"CollaborationPane","local","@/components/MainHeader/CollaborationPane.vue",4,"component","components/CollaborationPane.test.ts; components/CollaborationPane.test.ts; components/MainHeader/WorkflowDetails.vue; components/MainHeader/WorkflowDetails.vue"
"CommunityPlusEnrollmentModal","local","@/components/CommunityPlusEnrollmentModal.vue",4,"component","components/CommunityPlusEnrollmentModal.test.ts; components/CommunityPlusEnrollmentModal.test.ts; components/Modals.vue; components/Modals.vue"
"CredentialEdit","local","@/components/CredentialEdit/CredentialEdit.vue",4,"component","components/CredentialEdit/__tests__/CredentialEdit.test.ts; components/CredentialEdit/__tests__/CredentialEdit.test.ts; components/Modals.vue; components/Modals.vue"
"NodeCredentials","local","@/components/NodeCredentials.vue",4,"component","components/CredentialsSelect.vue; components/CredentialsSelect.vue; components/NodeSettings.vue; components/NodeSettings.vue"
"NodeErrorView","local","@/components/Error/NodeErrorView.vue",4,"component","components/Error/NodeErrorView.test.ts; components/Error/NodeErrorView.test.ts; components/RunData.vue; components/RunData.vue"
"ExpressionEditModal","local","@/components/ExpressionEditModal.vue",4,"component","components/ExpressionEditModal.test.ts; components/ExpressionEditModal.test.ts; components/ParameterInput.vue; components/ParameterInput.vue"
"ExpressionEditorModalInput","local","@/components/ExpressionEditorModal/ExpressionEditorModalInput.vue",4,"component","components/ExpressionEditModal.vue; components/ExpressionEditModal.vue; components/ExpressionEditorModalInput.test.ts; components/ExpressionEditorModalInput.test.ts"
"VirtualSchema","local","@/components/VirtualSchema.vue",4,"component","components/ExpressionEditModal.vue; components/ExpressionEditModal.vue; components/VirtualSchema.test.ts; components/VirtualSchema.test.ts"
"InlineExpressionEditorOutput","local","@/components/InlineExpressionEditor/InlineExpressionEditorOutput.vue",4,"component","components/ExpressionParameterInput.vue; components/ExpressionParameterInput.vue; components/SqlEditor/SqlEditor.vue; components/SqlEditor/SqlEditor.vue"
"ExternalSecretsProviderImage","local","@/components/ExternalSecretsProviderImage.ee.vue",4,"component","components/ExternalSecretsProviderCard.ee.vue; components/ExternalSecretsProviderCard.ee.vue; components/ExternalSecretsProviderModal.ee.vue; components/ExternalSecretsProviderModal.ee.vue"
"ExternalSecretsProviderConnectionSwitch","local","@/components/ExternalSecretsProviderConnectionSwitch.ee.vue",4,"component","components/ExternalSecretsProviderCard.ee.vue; components/ExternalSecretsProviderCard.ee.vue; components/ExternalSecretsProviderModal.ee.vue; components/ExternalSecretsProviderModal.ee.vue"
"FilterConditions","local","@/components/FilterConditions/FilterConditions.vue",4,"component","components/FilterConditions/FilterConditions.test.ts; components/FilterConditions/FilterConditions.test.ts; components/ParameterInputList.vue; components/ParameterInputList.vue"
"FreeAiCreditsCallout","local","@/components/FreeAiCreditsCallout.vue",4,"component","components/FreeAiCreditsCallout.test.ts; components/FreeAiCreditsCallout.test.ts; components/NodeSettings.vue; components/NodeSettings.vue"
"FromAiParametersModal","local","@/components/FromAiParametersModal.vue",4,"component","components/FromAiParametersModal.test.ts; components/FromAiParametersModal.test.ts; components/Modals.vue; components/Modals.vue"
"TabBar","local","@/components/MainHeader/TabBar.vue",4,"component","components/MainHeader/MainHeader.vue; components/MainHeader/MainHeader.vue; components/MainHeader/TabBar.test.ts; components/MainHeader/TabBar.test.ts"
"WorkflowDetails","local","@/components/MainHeader/WorkflowDetails.vue",4,"component","components/MainHeader/MainHeader.vue; components/MainHeader/MainHeader.vue; components/MainHeader/WorkflowDetails.test.ts; components/MainHeader/WorkflowDetails.test.ts"
"PushConnectionTracker","local","@/components/PushConnectionTracker.vue",4,"component","components/MainHeader/WorkflowDetails.vue; components/MainHeader/WorkflowDetails.vue; components/PushConnectionTracker.test.ts; components/PushConnectionTracker.test.ts"
"WorkflowHistoryButton","local","@/components/MainHeader/WorkflowHistoryButton.vue",4,"component","components/MainHeader/WorkflowDetails.vue; components/MainHeader/WorkflowDetails.vue; components/MainHeader/WorkflowHistoryButton.test.ts; components/MainHeader/WorkflowHistoryButton.test.ts"
"PersonalizationModal","local","@/components/PersonalizationModal.vue",4,"component","components/Modals.vue; components/Modals.vue; components/PersonalizationModal.test.ts; components/PersonalizationModal.test.ts"
"SourceControlPushModal","local","@/components/SourceControlPushModal.ee.vue",4,"component","components/Modals.vue; components/Modals.vue; components/SourceControlPushModal.ee.test.ts; components/SourceControlPushModal.ee.test.ts"
"ProjectMoveResourceModal","local","@/components/Projects/ProjectMoveResourceModal.vue",4,"component","components/Modals.vue; components/Modals.vue; components/Projects/ProjectMoveResourceModal.test.ts; components/Projects/ProjectMoveResourceModal.test.ts"
"WorkflowActivationConflictingWebhookModal","local","@/components/WorkflowActivationConflictingWebhookModal.vue",4,"component","components/Modals.vue; components/Modals.vue; components/WorkflowActivationConflictingWebhookModal.test.ts; components/WorkflowActivationConflictingWebhookModal.test.ts"
"NDVSubConnections","local","@/components/NDVSubConnections.vue",4,"component","components/NDVSubConnections.test.ts; components/NDVSubConnections.test.ts; components/NodeSettings.vue; components/NodeSettings.vue"
"NodeExecuteButton","local","@/components/NodeExecuteButton.vue",4,"component","components/NodeExecuteButton.test.ts; components/NodeExecuteButton.test.ts; components/TriggerPanel.vue; components/TriggerPanel.vue"
"NodeTitle","local","@/components/NodeTitle.vue",4,"component","components/NodeSettings.vue; components/NodeSettings.vue; components/NodeTitle.test.ts; components/NodeTitle.test.ts"
"ParameterInputList","local","@/components/ParameterInputList.vue",4,"component","components/NodeSettings.vue; components/NodeSettings.vue; components/SettingsLogStreaming/EventDestinationSettingsModal.ee.vue; components/SettingsLogStreaming/EventDestinationSettingsModal.ee.vue"
"ParameterInput","local","@/components/ParameterInput.vue",4,"component","components/ParameterInput.test.ts; components/ParameterInput.test.ts; components/ParameterInputWrapper.vue; components/ParameterInputWrapper.vue"
"SqlEditor","local","@/components/SqlEditor/SqlEditor.vue",4,"component","components/ParameterInput.vue; components/ParameterInput.vue; components/SQLEditor.test.ts; components/SQLEditor.test.ts"
"ParameterOptions","local","@/components/ParameterOptions.vue",4,"component","components/ParameterInputFull.vue; components/ParameterInputFull.vue; components/ResourceMapper/MatchingColumnsSelect.vue; components/ResourceMapper/MatchingColumnsSelect.vue"
"ResourceMapper","local","@/components/ResourceMapper/ResourceMapper.vue",4,"component","components/ParameterInputList.vue; components/ParameterInputList.vue; components/ResourceMapper.test.ts; components/ResourceMapper.test.ts"
"ProjectTabs","local","@/components/Projects/ProjectTabs.vue",4,"component","components/Projects/ProjectHeader.vue; components/Projects/ProjectHeader.vue; components/Projects/ProjectTabs.test.ts; components/Projects/ProjectTabs.test.ts"
"ProjectMoveSuccessToastMessage","local","@/components/Projects/ProjectMoveSuccessToastMessage.vue",4,"component","components/Projects/ProjectMoveResourceModal.vue; components/Projects/ProjectMoveResourceModal.vue; components/Projects/ProjectMoveSuccessToastMessage.test.ts; components/Projects/ProjectMoveSuccessToastMessage.test.ts"
"RunDataPinButton","local","@/components/RunDataPinButton.vue",4,"component","components/RunData.vue; components/RunData.vue; components/RunDataPinButton.test.ts; components/RunDataPinButton.test.ts"
"TemplatesInfoCard","local","@/components/TemplatesInfoCard.vue",4,"component","components/TemplatesInfoCard.test.ts; components/TemplatesInfoCard.test.ts; components/TemplatesInfoCarousel.vue; components/TemplatesInfoCarousel.vue"
"Card","local","@/components/CollectionWorkflowCard.vue",4,"component","components/TemplatesInfoCard.vue; components/TemplatesInfoCard.vue; components/TemplatesInfoCarousel.vue; components/TemplatesInfoCarousel.vue"
"Canvas","local","@/components/canvas/Canvas.vue",4,"component","components/canvas/Canvas.test.ts; components/canvas/Canvas.test.ts; components/canvas/WorkflowCanvas.vue; components/canvas/WorkflowCanvas.vue"
"CanvasHandleRenderer","local","@/components/canvas/elements/handles/CanvasHandleRenderer.vue",4,"component","components/canvas/elements/handles/CanvasHandleRenderer.test.ts; components/canvas/elements/handles/CanvasHandleRenderer.test.ts; components/canvas/elements/nodes/CanvasNode.vue; components/canvas/elements/nodes/CanvasNode.vue"
